,Title,Artist,Lyrics
775,Stargazing,The Neighbourhood,"Take it from the top
If I start, I just can't stop
All the patience that I've got
It's not enough to save me
It's a race against the clock
But we don't wanna watch
Keep runnin' till we're lost
You got me thinkin'
Pull it out of park, put it in drive
I can feel your heart beatin' with mine
Underneath the stars, lookin' for a sign
Glowin' in the dark till the Sun shines
Made it pretty far on the first try
Might've set the bar a little too high
Started with a spark now we're on fire
Started with a spark
Ooh, baby, you take me on a ride
Gonna drive me crazy
Ooh, baby, I feel like we've made it pretty far
Now we're stargazing
Push until it pops
Tryna clear my thoughts
Better keep the A/C on for me
Not enough, yeah
Windows start to fog
Clothing coming off
Makin' it too hot
You got me thinkin'
Pull it out of park, put it in drive
I can feel your heart beatin' with mine
Underneath the stars, lookin' for a sign
Glowin' in the dark till the Sun shines
We made it pretty far on the first try
Might've set the bar a little too high, yeah
It started with a spark now we're on fire
Ooh, baby, you take me on a ride
Gonna drive me crazy
Ooh, baby, I feel like we've made it pretty far
Now we're stargazing
(Ooh, baby, I feel like we've made it pretty far)"
776,Pra Onde Eu Irei?,Morada,"Ele abriu mão de Sua glória
Sangrou no madeiro por mim
Me conectou, salvou e curou
Ele me deu um destino
Uma capa e um pouco de vinho
Ele me deu unção, cajado e pão
Pôs um anel em meu dedo e me tirou o medo
Novas sandálias pra suportar o ide
Pôs um anel em meu dedo e me tirou o medo
Novas sandálias, e disse: Vai
E eu me despedi dos meus pais
Eu queimei minhas carroças
E eu afundei meus barcos no cais, e eu
E eu me despedi dos meus pais
Eu queimei minhas carroças
E eu afundei meus barcos no cais
Pra onde eu irei se eu não tenho pra onde voltar?
Só tenho Você, Deus, palavra de vida eterna
Pra onde eu irei se eu não tenho pra onde voltar?
Só tenho Você, Deus, palavra de vida eterna
Pra onde eu irei se eu não tenho pra onde voltar?
Só tenho Você, Deus, palavra de vida eterna
Pra onde eu irei se eu não tenho pra onde voltar?
Só tenho Você, Deus, palavra de vida eterna
Pra onde eu irei se eu não tenho pra onde voltar?
Só tenho Você, Deus, palavra de vida eterna
Pra onde eu irei se eu não tenho pra onde voltar?
Só tenho Você, Deus, palavra de vida eterna
Pra onde eu irei se eu não tenho pra onde voltar?
Só tenho Você, Deus, palavra de vida eterna
Pra onde eu irei se eu não tenho pra onde voltar?
Só tenho Você, Deus, palavra de vida eterna
Sou, sou totalmente Teu
Fui encontrado pelo Teu amor
Pelo Teu amor
Sou, sou totalmente Teu
Fui contemplado em ser um com Você
Ser um com Você
Ser um com Você
Ser um com Você
Eu sou, sou totalmente Teu
Fui encontrado pelo Teu amor
Pelo Teu amor
Sou, sou totalmente Teu
Fui contemplado em ser um com Você
Ser um com Você
Ser um com Você
Ser um com Você
Somos um com Você
Com Você"
777,Quem é Como Nosso Deus?,Nívea Soares,"Quem é semelhante ao Deus
Que cura os enfermos
Que ressuscita os mortos
Liberta os oprimidos
Quem é semelhante ao Rei
De olhos como o fogo
Cabelos como a neve
Seu rosto brilha mais que o Sol
Brilha mais que o Sol
Quem é semelhante ao Deus
Que cura os enfermos
Que ressuscita os mortos
Liberta os oprimidos
Quem é semelhante ao Rei
De olhos como o fogo
Cabelos como a neve
Seu rosto brilha mais que o Sol
Sua glória a outro não dará
Jesus Cristo, filho, reinará
Quem é como o nosso Deus?
Quem é como o nosso Deus?
Poderoso nas batalhas
Poderoso pra salvar
Quem é como o nosso Deus?
Quem é como o nosso Deus?
Poderoso nas batalhas
Poderoso pra salvar
Quem é como o nosso Deus?
Quem é como o nosso Deus?
Poderoso nas batalhas
Poderoso pra salvar
Sua glória a outro não dará (Ele não dará)
Jesus Cristo, filho, reinará (Ele reinará)
Quem é como o nosso Deus?
Quem é como o nosso Deus?
Poderoso nas batalhas
Poderoso pra salvar
Quem é como o nosso Deus?
Quem é como o nosso Deus?
Poderoso nas batalhas
Poderoso pra salvar
E Ele reinará para sempre
Pra sempre e sempre Ele reinará
E Ele reinará para sempre
Pra sempre e sempre Ele reinará
Ele reinará para sempre
Pra sempre e sempre Ele reinará
E Ele reinará para sempre
Pra sempre e sempre Ele reinará
Sua glória a outro não dará
Jesus Cristo, filho, reinará
Sua glória a outro não dará
Jesus Cristo, filho, reinará
Quem é como o nosso Deus?
Quem é como o nosso Deus?
Poderoso nas batalhas
Poderoso pra salvar
Quem é como o nosso Deus?
Quem é como o nosso Deus?
Poderoso nas batalhas
Poderoso pra salvar
Quem é como o nosso Deus?
Quem é como o nosso Deus?
Poderoso nas batalhas
Poderoso pra salvar
Quem é como o nosso Deus?
Quem é como o nosso Deus?
Poderoso nas batalhas
Poderoso pra salvar
Quem é como o nosso Deus?
Quem é como o nosso Deus?
Poderoso nas batalhas
Poderoso pra salvar
Quem é como o nosso Deus?
Quem é como o nosso Deus?
Poderoso nas batalhas
Poderoso pra salvar
E Ele reinará para sempre
Pra sempre e sempre Ele reinará
E Ele reinará para sempre
Pra sempre e sempre Ele reinará
E Ele reinará para sempre
Pra sempre e sempre Ele reinará
E Ele reinará para sempre
Pra sempre e sempre Ele reinará"
778,É Tarde Demais,Raça Negra,"Olha só você
Depois de me perder
Veja só você
Que pena
Você não quis me ouvir
Você não quis saber
Desfez do meu amor
Que pena, que pena
Hoje é você quem está sofrendo, amor
Hoje sou eu quem não te quer
O meu coração já tem um novo amor
Você pode fazer o que quiser
Você jogou fora o amor que eu te dei
O sonho que sonhei, isso não se faz
Você jogou fora a minha ilusão, a louca paixão
É tarde demais
Que pena
Que pena, amor
Que pena
Que pena, amor
Hoje é você quem está sofrendo, amor
Hoje sou eu quem não te quer
O meu coração já tem um novo amor
Você pode fazer o que quiser
Você jogou fora o amor que eu te dei
O sonho que sonhei, isso não se faz
Você jogou fora a minha ilusão, a louca paixão
É tarde demais
Que pena
Que pena, amor
Que pena
Que pena, amor
Que pena
Que pena, amor
Que pena"
779,Chamber Of Reflection,Mac DeMarco,"Spend some time away
Getting ready for the day you're born again
Spend some time alone
Understand that soon you'll run with better men
Alone again
Alone again
Alone again
Alone again
Alone
No use looking out
It's within that brings that lonely feeling
Understand that when you leave here
You'll be clear among the better men
Alone again
Alone again
Alone again
Alone again
Alone
Alone again
Alone again
Alone again
Alone"
780,Close To You,Gracie Abrams,"(Close to you)
(Close)
(Close to you)
I don't got a single problem with provocative
See the bodies, how they burn, it's just the way it is
Smoky, dark, crowded room, I need nothing
Under pink light in June (ah-ah-ah)
I was so cool, but then, all of a sudden
You saw me, look at you
I burn for you
And you don't even know my name
If you asked me to
I'd give up everything
To be
Close to you
Pull the trigger on the gun I gave you when we met
I wanna be close to you
Break my heart and start a fire, you got me overnight
Just let me be
Close to you, close to you, close to you
(Just let me be) oh, close to you, close to you, close to you
And now your mouth is moving, cinematic timing
(Mm-mm, mm-mm-mm, mm-mm, mm-mm-mm)
You pull me in and touch my neck, and now I'm dying
(Mm-mm, mm-mm-mm, mm-mm, mm-mm)
You should be mine for life, I'll be signing
Every dotted line (ah-ah-ah)
Chemical override, ultraviolet
You could be mine tonight
And I burn for you
And you don't even know my name
If you asked me to
I'd give you everything
To be
Close to you
Pull the trigger on the gun I gave you when we met
I wanna be close to you
Break my heart and start a fire, you got me overnight
Just let me be
Close to you, close to you, close to you
(Just let me be) oh, close to you, close to you, close to you
I burn for you
Mm (mm)
To be close to you
Pull the trigger on the gun I gave you when we met
I wanna be close to you
Break my heart and start a fire, you got me overnight
Just let me be
Close to you (to you), close to you
(To you), close to you (to you)
(Just let me be close) oh, close to you
(Ooh, ooh-ooh), close to you (to you), close to you
(Just let me be) oh, close to you (ah-ah-ah)
Close to you (ah-ah-ah), close to you (ooh-ooh-ooh)
(Just let me be)
Oh, close to you, close to you, close to you
(Ah, ah)"
781,O Senhor é o Meu Pastor,Stella Laura,"Eu só acredito
Porque o Senhor me fez acreditar
Quando me fez a promessa
E pode se passar o tempo
Não tem a ver com meu momento
Pois Ele não é homem pra mentir
E nem filho do homem pra se arrepender
E pode se passar o tempo
Pois tudo que Ele faz é mais do que perfeito
E é por isso que Deus não me permitiu voltar atrás
Quem me disse pra continuar
Me garantiu que vai cuidar
O Senhor é o meu Pastor e nada faltará
Quem me disse pra continuar
Comigo sempre vai estar
O Senhor é o meu Pastor e nada me faltará
E pode se passar o tempo
Não tem a ver com meu momento
Pois Ele não é homem pra mentir
E nem filho do homem pra se arrepender
E pode se passar o tempo
Pois tudo que Ele faz é mais do que perfeito
E é por isso que Deus não me permitiu voltar atrás
Quem me disse pra continuar
Me garantiu que vai cuidar
O Senhor é o meu Pastor e nada faltará
Quem me disse pra continuar
Comigo sempre vai estar
O Senhor é o meu Pastor e nada me faltará
Enquanto eu vou adorando e exaltando meu Deus
Ele cuida dos meus
Ele cuida do que é meu
Enquanto eu vou adorando e exaltando meu Deus
Ele cuida dos meus
Ele cuida do que é meu
Enquanto eu vou adorando e exaltando meu Deus
Ele cuida dos meus
Ele cuida do que é meu
Enquanto eu vou adorando e exaltando meu Deus
Ele cuida dos meus
Ele cuida do que é meu
Quem me disse pra continuar
Me garantiu que vai cuidar
O Senhor é o meu Pastor e nada faltará
Quem me disse pra continuar
Comigo sempre vai estar
O Senhor é o meu Pastor
Quem me disse pra continuar
Me garantiu que vai cuidar
O Senhor é o meu Pastor e nada faltará
Quem me disse pra continuar
Comigo sempre vai estar
O Senhor é o meu Pastor e nada me faltará
Nada faltará
(O Senhor é o meu Pastor) Ele é o teu pastor
E nada, nada, nada, nada
Enquanto eu vou adorando e exaltando meu Deus
Ele cuida dos meus
Ele cuida do que é meu
Enquanto eu vou adorando e exaltando meu Deus
Ele cuida dos meus
Ele cuida do que é meu
Enquanto eu vou adorando e exaltando meu Deus
Ele cuida dos meus
Ele cuida do que é meu
Ele já cuidou de tudo"
782,Ao Único Que É Digno,Jelb,"Ao único que é digno de receber
A honra e a glória, a força e o poder
Ao Rei eterno, imortal, invisível, mas real
A Ele ministramos o louvor
Ao único que é digno de receber
A honra e a glória, a força e o poder
Ao Rei eterno, imortal, invisível, mas real
A Ele ministramos o louvor
Coroamos a Ti, ó, Rei Jesus
Coroamos a Ti, ó, Rei Jesus
Adoramos o Teu nome
Nos rendemos aos Teus pés
Consagramos todo o nosso ser a Ti
Consagramos todo o nosso ser a Ti
Coroamos a Ti, ó, Rei Jesus
Coroamos a Ti, ó, Rei Jesus
Adoramos o Teu nome
Nos rendemos aos Teus pés
Consagramos todo o nosso ser a Ti
Consagramos todo o nosso ser a Ti"
783,Monte Castelo,Legião Urbana,"Ainda que eu falasse
A língua dos homens
E falasse a língua dos anjos
Sem amor eu nada seria
É só o amor, é só o amor
Que conhece o que é verdade
O amor é bom, não quer o mal
Não sente inveja ou se envaidece
O amor é o fogo que arde sem se ver
É ferida que dói e não se sente
É um contentamento descontente
É dor que desatina sem doer
Ainda que eu falasse
A língua dos homens
E falasse a língua dos anjos
Sem amor eu nada seria
É um não querer mais que bem querer
É solitário andar por entre a gente
É um não contentar-se de contente
É cuidar que se ganha em se perder
É um estar-se preso por vontade
É servir a quem vence, o vencedor
É um ter com quem nos mata a lealdade
Tão contrário a si é o mesmo amor
Estou acordado e todos dormem
Todos dormem, todos dormem
Agora vejo em parte
Mas então veremos face a face
É só o amor, é só o amor
Que conhece o que é verdade
Ainda que eu falasse
A língua dos homens
E falasse a língua dos anjos
Sem amor eu nada seria"
784,Quem Não Quer Sou Eu,Seu Jorge,"Eu vou ficar a noite em claro sem pegar no sono
Meditando sobre o que de fato aconteceu
Eu até pensei que fosse terminar na cama
Como era de costume entre você e eu
Eu fiz de tudo, mas era tarde
Foi o que eu podia dar, você não entendeu
Eu quis ir fundo e você com medo
Tirou onda, pois agora quem não quer sou eu
É, quem não quer sou eu
Quem não quer sou eu
Pois é
Vai a noite, vem o dia
E eu aqui pensando
Um cigarro atrás do outro
E eu fumo sem parar
Da janela eu vejo o trânsito congestionado
No meu peito o coração parece buzinar
Eu fiz de tudo, mas era tarde
Foi o que eu podia dar você não entendeu, não, não, não
Eu quis ir fundo e você com medo
Tirou onda, pois agora quem não quer sou eu
É, quem não quer sou eu
Quem não quer sou eu
Pois é
Quem não quer sou eu
Quem não quer sou eu
Pois é
Eu vou passar a noite em claro sem pegar no sono
Meditando sobre o que de fato aconteceu
Eu até pensei que fosse terminar na cama
Como era de costume entre você e eu
Eu fiz de tudo, mas era tarde
Foi o que eu podia dar, você não entendeu, não, não, não
Eu quis ir fundo e você com medo
Tirou onda, pois agora quem não quer sou eu
É, quem não quer sou eu
Quem não quer sou eu
Pois é
Quem não quer sou eu
Quem não quer sou eu
Pois é
Quem não quer sou eu, oh
Quem não quer sou eu"
785,Vou Seguir,Cassiane,"Se você já pensou em desistir
Tenha fé e não pare de sorrir
Você vai ver que o inimigo não vai entender
Que o crente até mesmo chorando, ele canta, porque
Se chorar, chora nos pés do Senhor
Tem Jesus como o seu consolador
Teu sofrer, uma noite até pode durar
Mas o crente sabe que a vitória vem pela manhã
Então, cante assim
Vou seguir os passos de Jesus
Vou levar comigo a minha cruz
Se espinhos ferem os meus pés
Eu vou descansar nos braços de Jesus
Vou seguir os passos de Jesus
Vou levar comigo a minha cruz
Se espinhos ferem os meus pés
Eu vou descansar nos braços de Jesus
Quando o crente está firme nos pés do Senhor
Ele passa pela prova cantando louvor
O inimigo se levanta, mas tem que cair
O crente não deixa a cruz, mas leva até o fim
Se cair mil ao seu lado, ele não cede não
Sempre está protegido por um batalhão
Deus dá ordem aos Seus anjos para proteger
Bem guardado desse jeito, desistir por quê?
Vou seguir os passos de Jesus
Vou levar comigo a minha cruz
Se espinhos ferem os meus pés
Eu vou descansar nos braços de Jesus
Quando o crente está firme nos pés do Senhor
Ele passa pela prova cantando louvor
O inimigo se levanta, mas tem que cair
O crente não deixa a cruz, mas leva até o fim
Se cair mil ao seu lado, ele não cede não
Sempre está protegido por um batalhão
Deus dá ordem aos Seus anjos para proteger
Bem guardado desse jeito, desistir por quê?
Vou seguir os passos de Jesus
Vou levar comigo a minha cruz
Se espinhos ferem os meus pés
Eu vou descansar nos braços de Jesus
Vou seguir (vou seguir) os passos de Jesus
Vou levar comigo a minha cruz
Se espinhos ferem os meus pés
Eu vou descansar nos braços de Jesus
Vou seguir os passos de Jesus
Descansar nos braços de Jesus"
786,Sign Of The Times,Harry Styles,"Just stop your crying
It's a sign of the times
Welcome to the final show
I hope you're wearing your best clothes
You can't bribe the door
On your way to the sky
You look pretty good down here
But you ain't really good
We never learn, we've been here before
Why are we always stuck and running from
The bullets?
The bullets
We never learn, we've been here before
Why are we always stuck and running from
The bullets?
The bullets
Just stop your crying
It's a sign of the times
We gotta get away from here
We gotta get away from here
Just stop your crying
It'll be alright
They told me that the end is near
We gotta get away from here
Just stop your crying
Have the time of your life
Breaking through the atmosphere
Things are pretty good from here
Remember everything will be alright
We can meet again somewhere
Somewhere far away from here
We never learn, we've been here before
Why are we always stuck and running from
The bullets?
The bullets
We never learn, we've been here before
Why are we always stuck and running from
The bullets?
The bullets
Just stop your crying
It's a sign of the times
We gotta get away from here
We gotta get away from here
Stop your crying, baby
It'll be alright
They told me that the end is near
We gotta get away from here
We never learn, we've been here before
Why are we always stuck and running from
The bullets?
The bullets
We never learn, we've been here before
Why are we always stuck and running from
The bullets?
The bullets
We don't talk enough
We should open up
Before it's all too much
Will we ever learn?
We've been here before
It's just what we know
Stop your crying, baby
It's a sign of the times
We gotta get away
We got to get away
We got to get away
We got to get away
We got to get away
We got to, we got to (away)
We got to, we got to (away)
We got to, we got to (away)"
787,Bad Romance,Lady Gaga,"Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh
Caught in a bad romance
Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh
Caught in a bad romance
Ra ra-ah-ah-ah
Roma, Roma-ma
Gaga, oh la-la
Want your bad romance
Ra ra-ah-ah-ah
Roma, Roma-ma
Gaga, oh la-la
Want your bad romance
I want your ugly, I want your disease
I want your everything as long as it's free
I want your love
Love, love, love, I want your love, yeah
I want your drama, the touch of your hand (hey)
I want your leather studded kiss in the sand
I want your love
Love, love, love, I want your love
(Love, love, love, I want your love)
You know that I want you
And you know that I need you
I want it bad
Your bad romance
I want your love and I want your revenge
You and me could write a bad romance
(Oh-oh-oh-oh-oh)
I want your love and all your lover's revenge
You and me could write a bad romance
Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh
Caught in a bad romance
Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh
Caught in a bad romance
Ra ra-ah-ah-ah
Roma, Roma-ma
Gaga, oh la-la
Want your bad romance
I want your horror, I want your design
'Cause you're a criminal as long as you're mine
I want your love
(Love, love, love, I want your love, uh)
I want your psycho, your vertigo stick
Want you in my rear window, baby, you're sick
I want your love
Love, love, love, I want your love
(Love, love, love, I want your love)
You know that I want you
And you know that I need you
('Cause I'm a free bitch, baby)
I want it bad
A bad romance
I want your love and I want your revenge
You and me could write a bad romance
(Oh-oh-oh-oh-oh)
I want your love and all your lover's revenge
You and me could write a bad romance
Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh
Caught in a bad romance
Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh
Caught in a bad romance
Ra ra-ah-ah-ah
Roma, Roma-ma
Gaga, oh la-la
Want your bad romance
Walk, walk
Fashion, baby, work it
Move that bitch crazy
Walk, walk
Fashion, baby, work it
Move that bitch crazy
Walk, walk
Fashion, baby, work it
Move that bitch crazy
Walk, walk
Passion, baby, work it
I'm a free bitch, baby
I want your love and I want your revenge
I want your love, I don't wanna be friends
Je veux ton amour et je veux ta revanche
Je veux ton amour, I don't wanna be friends
(I want your bad romance, I want your bad romance)
I don't wanna be friends (caught in a bad romance)
(I want your bad romance, I want your bad romance)
I don't wanna be friends
(I want your bad romance, I want your bad romance)
Want your bad romance (caught in a bad romance)
(I want your bad romance, I want your bad romance)
Want your bad romance!
I want your love and I want your revenge
You and me could write a bad romance
(Oh-oh-oh-oh-oh)
I want your love and all your lover's revenge
You and me could write a bad romance
Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh
(Want your bad romance)
Caught in a bad romance
(Want your bad romance)
Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh
(Want your bad romance)
Caught in a bad romance
Ra ra-ah-ah-ah
Roma, Roma-ma
Gaga, oh la-la
Want your bad romance"
788,Je te laisserai des mots,Patrick Watson,"Je te laisserai des mots
En dessous de ta porte
En dessous de les murs qui chantent
Tout près de la place où tes pieds passent
Cachés dans les trous de ton divan
Et quand tu es seule pendant un instant
Embrasse-moi
Quand tu voudras
Embrasse-moi
Quand tu voudras
Embrasse-moi
Quand tu voudras"
789,Sem Palavras,Vanilda Bordieri,"Quando você fica triste
O desespero insiste em te abater
Angústia invade o seu peito
Você não tem mais o que fazer
Quando você senta e chora
E não tem ninguém pra te ajudar
Apenas dobre os seus joelhos
Se não tem palavras, comece a chorar
Mesmo em gemidos, o Senhor te ouvirá
Até sem palavras Ele vai te responder
Pois Ele entende quando você quer chorar
Sabe de tudo mesmo antes de falar
Ele conhece o teu sofrer, a tua dor
Sabe perfeitamente onde ela está
Por isso eu sei que mesmo sem palavras
O Senhor te ouvirá
Ao dobrar os seus joelhos
Em meio às lágrimas, você clama a Deus
Sua voz é um gemido
Não tem palavras mais para pedir
E em meio a sofrimento
Que causa lamento, não sabe o que fazer
Deus responde as orações
Deixa o Espírito Santo falar com você
Mesmo em gemidos, o Senhor te ouvirá
Até sem palavras Ele vai te responder
Pois Ele entende quando você quer chorar
Sabe de tudo mesmo antes de falar
Ele conhece o teu sofrer, a tua dor
Sabe perfeitamente onde ela está
Por isso eu sei que mesmo sem palavras
O Senhor te ouvirá
Mesmo em gemidos, o Senhor te ouvirá
Até sem palavras Ele vai te responder
Pois Ele entende quando você quer chorar
Sabe de tudo mesmo antes de falar
Ele conhece o teu sofrer, a tua dor
Sabe perfeitamente onde ela está
Por isso eu sei que mesmo sem palavras
O Senhor te ouvirá
O Senhor te ouvirá
O Senhor te ouvirá"
790,Last Night (feat. Keyshia Cole),Diddy (P. Diddy / Puff Daddy / Brother Love),"Last night
I couldn't even get an answer
I tried to call
But my pride wouldn't let me dial
And I'm sitting here
With this blank expression
And the way I feel
I wanna curl up like a child
I know you can hear me
I know you can feel me
I can't live without you
God, please make me better
I wish I wasn't the way I am
If I told you once, I told you twice
You can see it in my eyes
I'm all cried out with nothing to say
You're everything I wanted to be
If you could only see
It all belongs to me
I love you so much
I'm yearning for your touch
Come and set me free
Forever yours I'll be
Baby, won't you come and take this pain away?
Last night (oh, last night)
I couldn't even get an answer (oh, baby, what you wanna do to me? Yeah)
I tried to call (alright)
But my pride wouldn't let me dial (why would you just hurt me, baby? Oh)
And I'm sitting here
With this blank expression (don't save me, baby, don't, no)
And the way I feel (oh, I)
I wanna curl up like a child (I'm so alone, I'm so lonely, baby, oh)
Tell me what words to say to make you come back
Don't break me like that (ooh)
And if it matters, I'd rather stay home (baby)
With you, I'm never alone
Don't wanna wait till you're gone (ooh)
Whatever you do, just don't leave me
Last night (yeah)
I couldn't even get an answer (didn't get an answer, baby, oh)
I tried to call (call me, baby)
But my pride wouldn't let me dial (oh, couldn't you just dial me, baby, baby?)
And I'm sitting here (baby, baby, baby, baby)
With this blank expression (don't sit there, no)
And the way I feel (alright, yeah)
I wanna curl up like a child (I'm so alone, I'm so lonely, baby, oh)
I need you and you need me (I need you)
This is so plain to see
And I would never let you go
And I will always love you so, I will
If you could only see (if you could only see)
Your heart belongs to me (belongs to me)
I love you so much (so, so)
I'm yearning for your touch
Come and set me free
Forever yours I'll be (come and set me free)
Baby, won't you come and take my pain away?
Last night (yeah)
I couldn't even get an answer (I couldn't get you, baby, yeah, oh)
I tried to call (call me, baby)
But my pride wouldn't let me dial (why couldn't you just dial me, baby, baby?)
And I'm sitting here (baby, baby, baby, baby)
With this blank expression (don't sit there, no)
And the way I feel (alright, yeah)
I wanna curl up like a child (I'm so alone, I'm so lonely, baby)
Why don't you pick up the phone and dial up my number?
And call me up, baby, I'm waiting on you"
791,I Gotta Feeling,Black Eyed Peas,"I got a feelin'
That tonight's gonna be a good night
That tonight's gonna be a good night
That tonight's gonna be a good, good night
A feelin'
That tonight's gonna be a good night
That tonight's gonna be a good night
That tonight's gonna be a good, good night
A feelin' (wooh-hoo)
That tonight's gonna be a good night
That tonight's gonna be a good night
That tonight's gonna be a good, good night
A feelin' (wooh-hoo)
That tonight's gonna be a good night
That tonight's gonna be a good night
That tonight's gonna be a good, good night (fee-)
Tonight's the night
Let's live it up
I got my money
Let's spend it up (I fee-)
Go out and smash it
Like: Oh, my God!
Jump out that sofa
Let's kick it off (I fee-)
I know that we'll have a ball
If we get down, and go out, and just lose it all
I feel stressed out, I wanna let it go
Let's go way out, spaced out, and losin' all control
Fill up my cup, mazel tov
Look at her dancing, just take it off (I fee-)
Let's paint the town, we'll shut it down
Let's burn the roof
And then we'll do it again (I fee-)
Let's do it, let's do it, let's do it, let's do it
And do it, and do it, let's live it up
And do it, and do it, and do it, do it, do it
Let's do it, let's do it, let's do it
'Cause I got a feelin' (wooh-hoo)
That tonight's gonna be a good night
That tonight's gonna be a good night
That tonight's gonna be a good, good night
A feelin' (wooh-hoo)
That tonight's gonna be a good night
That tonight's gonna be a good night
That tonight's gonna be a good, good night (fee-)
Tonight's that night (hey)
Let's live it up (let's live it up)
I got my money (my pay)
Let's spend it up (let's spend it up)
Go out and smash it (smash it)
Like: Oh, my God! (Like: Oh, my God!)
Jump out that sofa (come on)
Let's kick it off
Fill up my cup (drank), mazel tov (l'chaim)
Look at her dancing (move it, move it), just take it off
Let's paint the town (paint the town), we'll shut it down (shut it down)
Let's burn the roof
And then we'll do it again
Let's do it, let's do it, let's do it, let's do it
And do it, and do it, let's live it up
And do it, and do it, and do it, do it, do it
Let's do it, let's do it, let's do it, do it, do it, do it
Here we come, here we go, we gotta rock
Easy come, easy go, now we on top
Fill the shot, body rock, rock it, don't stop
Round and round, up and down, around the clock
Monday, Tuesday, Wednesday and Thursday (do it)
Friday, Saturday, Saturday to Sunday (do it)
Weekend, get-get-get with us, you know what we say
Party every day, p-p-p-party every day
And I'm feelin' (wooh-hoo)
That tonight's gonna be a good night
That tonight's gonna be a good night
That tonight's gonna be a good, good night
A feelin' (wooh-hoo)
That tonight's gonna be a good night
That tonight's gonna be a good night
That tonight's gonna be a good, good night
(Woo, hoo)"
792,Rehab,Amy Winehouse,"They tried to make me go to rehab
But I said: No, no, no
Yes, I've been black, but when I come back
You'll know, know, know
I ain't got the time
And if my daddy thinks I'm fine
He's tried to make me go to rehab
But I won't go, go, go
I'd rather be at home with Ray
I ain't got seventy days
'Cause there's nothing
There's nothing you can teach me
That I can't learn from Mr. Hathaway
I didn't get a lot in class
But I know it don't come in a shot glass
They tried to make me go to rehab
But I said: No, no, no
Yes, I've been black, but when I come back
You'll know, know, know
I ain't got the time
And if my daddy thinks I'm fine
He's tried to make me go to rehab
But I won't go, go, go
The man said: Why do you think you're here?
I said: I got no idea
I'm gonna, I'm gonna lose my baby
So I always keep a bottle near
He said: I just think you're depressed
This me, yeah baby, and the rest
They tried to make me go to rehab
But I said: No, no, no
Yes, I've been black, but when I come back
You'll know, know, know
I don't ever wanna drink again
I just, ooh, I just need a friend
I'm not going to spend ten weeks
And have everyone think I'm on the mend
It's not just my pride
It's just till these tears have dried
They tried to make me go to rehab
But I said: No, no, no
Yes, I've been black, but when I come back
You'll know, know, know
I ain't got the time
And if my daddy thinks I'm fine
He's tried to make me go to rehab
But I won't go, go, go"
793,Solta o Cabo da Nau,Corinhos Evangélicos,"Oh, por que duvidar sobre as ondas do mar
Quando Cristo caminho abriu?
Quando forçado és contra as ondas lutar
Seu amor a ti, quer revelar
Solta o cabo da nau
Toma os remos nas mãos
E navega com fé em Jesus
E então tu verás, que bonança se faz
Pois com Ele seguro serás
Trevas vêm te assustar
Tempestades no mar
Da montanha, o Mestre te vê
E na tribulação, Ele vem socorrer
Sua mão bem te pode suster
Solta o cabo da nau
Toma os remos nas mãos
E navega com fé em Jesus
E então tu verás, que bonança se faz
Pois com Ele seguro serás
Quando pedes mais fé, Ele ouve, oh crê
Mesmo sendo em tribulação
Quando a mão de poder, o teu ego tirar
Sobre as ondas poderás andar
Solta o cabo da nau
Toma os remos nas mãos
E navega com fé em Jesus
E então tu verás, que bonança se faz
Pois com Ele seguro serás
Solta o cabo da nau
Toma os remos nas mãos
E navega com fé em Jesus
E então tu verás, que bonança se faz
Pois com Ele seguro serás
Pois com Ele seguro serás
Pois com Ele seguro serás"
